ID,TYPE,APN,Field2,Field3,Field4,ownership type,Field6,Field7,Field8,Field11,Field9,Tran Line no
821,TRANS EASEMENT,3089001274,2.46,,,F-T,,0,Water and Power Department,,,T/L #26A
822,TRANS EASEMENT,3089001273,2.41,,,F-T,,0,Water and Power Department,,,T/L #26A
823,TRANS EASEMENT,3089001272,10.49,,,F-T,,0,Water and Power Department,,,T/L #26A
824,TRANS EASEMENT,3089001271,0.21,,,F-T,,0,Water and Power Department,,,T/L #26A
825,TRANS EASEMENT,3089001270,2.04,,,F-T,,0,Water and Power Department,,,T/L #26A
826,TRANS EASEMENT,3083006273,12.5,,,F-T,,0,Water and Power Department,,,T/L #26A
827,TRANS EASEMENT,3083006272,2.12,,,F-T,,0,Water and Power Department,,,T/L #26A
828,TRANS EASEMENT,3083006271,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
829,TRANS EASEMENT,3083006270,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
830,TRANS EASEMENT,3083005276,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
831,TRANS EASEMENT,3083005275,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
832,TRANS EASEMENT,3083005274,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
833,TRANS EASEMENT,3083005273,2.12,,,F-T,,0,Water and Power Department,,,T/L #26A
834,TRANS EASEMENT,3083005272,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
835,TRANS EASEMENT,3083005271,5,,,F-T,,0,Water and Power Department,,,T/L #26A
836,TRANS EASEMENT,3083005270,2.5,,,F-T,,0,Water and Power Department,,,T/L #26A
837,TRANS EASEMENT,3083003279,5.17,,,F-T,,0,Water and Power Department,,,T/L #26A
838,TRANS EASEMENT,3083003278,5.21,,,F-T,,0,Water and Power Department,,,T/L #26A
839,TRANS EASEMENT,3083003277,0.8,,,F-T,,0,Water and Power Department,,,T/L #26A
840,TRANS EASEMENT,3083003276,1.71,,,F-T,,0,Water and Power Department,,,T/L #26A
841,TRANS EASEMENT,3083003275,0.04,,,F-T,,0,Water and Power Department,,,T/L #26A
842,TRANS EASEMENT,3083003274,3.46,,,F-T,,0,Water and Power Department,,,T/L #26A
843,TRANS EASEMENT,3083003273,6.74,,,F-T,,0,Water and Power Department,,,T/L #26A
844,TRANS EASEMENT,3083003272,5,,,F-T,,0,Water and Power Department,,,T/L #26A
845,TRANS EASEMENT,3083003271,10,,,F-T,,0,Water and Power Department,,,T/L #26A
846,TRANS EASEMENT,3083003270,5.03,,,F-T,,0,Water and Power Department,,,T/L #26A
847,TRANS EASEMENT,3083001281,12,,,F-T,,0,Water and Power Department,,,T/L #26
848,TRANS EASEMENT,3083001280,0.71,,,F-T,,0,Water and Power Department,,,T/L #26
849,TRANS EASEMENT,3083001279,1.88,,,F-T,,0,Water and Power Department,,,T/L #26
850,TRANS EASEMENT,3083001278,8.45,,,F-T,,0,Water and Power Department,,,T/L #25B
851,TRANS EASEMENT,3083001276,0.72,,,F-T,,0,Water and Power Department,,,T/L #25B
852,TRANS EASEMENT,3083001275,5.09,,,F-T,,0,Water and Power Department,,,T/L #25B
853,TRANS EASEMENT,3083001274,0.11,,,F-T,,0,Water and Power Department,,,T/L #25B
854,TRANS EASEMENT,3083001273,2.5,,,F-T,,0,Water and Power Department,,,T/L #25B
855,TRANS EASEMENT,3083001272,2.5,,,F-T,,0,Water and Power Department,,,T/L #25B
856,TRANS EASEMENT,3083001271,5.15,,,F-T,,0,Water and Power Department,,,T/L #25B
857,TRANS EASEMENT,3083001270,4.51,,,F-T,,0,Water and Power Department,,,T/L #25B
858,TRANS EASEMENT,3081021285,9.28,,,F-T,,0,Water and Power Department,,,T/L #25B
859,TRANS EASEMENT,3081021284,4.91,,,F-T,,0,Water and Power Department,,,T/L #25B
860,TRANS EASEMENT,3081021282,0.81,,,F-T,,0,Water and Power Department,,,T/L #25B
861,TRANS EASEMENT,3081021281,2.5,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
862,TRANS EASEMENT,3081021280,2.5,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
863,TRANS EASEMENT,3081021278,4.04,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
864,TRANS EASEMENT,3081021276,3.2,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
865,TRANS EASEMENT,3081021275,2.68,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
866,TRANS EASEMENT,3081021274,2.33,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
867,TRANS EASEMENT,3081021273,1.62,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
868,TRANS EASEMENT,3081021271,5.17,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
869,TRANS EASEMENT,3081019284,47.35,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
870,TRANS EASEMENT,3081017279,41.3,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #25B
871,TRANS EASEMENT,3081012275,9.75,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #25B
872,TRANS EASEMENT,3080027273,19.7,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #25B
873,TRANS EASEMENT,3080027271,19.61,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #25B
874,TRANS EASEMENT,3080025273,0.9,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
875,TRANS EASEMENT,3080025272,0.09,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
876,TRANS EASEMENT,3080025271,2.5,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
877,TRANS EASEMENT,3080025270,0.36,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
878,TRANS EASEMENT,3080024279,19.27,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
879,TRANS EASEMENT,3080024278,2.3,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
880,TRANS EASEMENT,3080024276,9.72,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
881,TRANS EASEMENT,3080024275,15,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
882,TRANS EASEMENT,3080024274,0.71,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
883,TRANS EASEMENT,3080024273,0.02,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
884,TRANS EASEMENT,3080023277,8.97,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
885,TRANS EASEMENT,3080023276,4.01,,,F-T,,0,Water and Power Department,,,T/L #25B
886,TRANS EASEMENT,3080023273,9.95,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
887,TRANS EASEMENT,3080022274,15.69,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
888,TRANS EASEMENT,3080022273,4.02,,,F-T,,0,Water and Power Department,,PICO RIVERA,T/L #25B
889,TRANS EASEMENT,3058003272,4.7,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
890,TRANS EASEMENT,3057010271,5.19,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
891,TRANS EASEMENT,3057008292,0.12,,,F-T,,0,Water and Power Department,,BALDWIN PARK,T/L #25B
892,TRANS EASEMENT,3057008291,5.16,,,F-T,,0,Water and Power Department,,BALDWIN PARK,T/L #25B
893,TRANS EASEMENT,3057008290,0.47,,,F-T,,0,Water and Power Department,,BALDWIN PARK,T/L #25B
894,TRANS EASEMENT,3057008289,2.04,,,F-T,,0,Water and Power Department,,BALDWIN PARK,T/L #25B
895,TRANS EASEMENT,3057008288,6.1,,,F-T,,0,Water and Power Department,,BALDWIN PARK,T/L #25B
896,TRANS EASEMENT,3057008287,2.87,,,F-T,,0,Water and Power Department,,BALDWIN PARK,T/L #25B
897,TRANS EASEMENT,3057008286,4.6,,,F-T,,0,Water and Power Department,,BALDWIN PARK,T/L #25B
898,TRANS EASEMENT,3057008285,2.68,,,F-T,,0,Water and Power Department,,,T/L #25B
899,TRANS EASEMENT,3057008282,6.85,,,F-T,,0,Water and Power Department,,,T/L #25B
900,TRANS EASEMENT,3057008281,2.2,,,F-T,,0,Water and Power Department,,,T/L #25B
901,TRANS EASEMENT,3057008280,0.33,,,F-T,,0,Water and Power Department,,AZUSA,T/L #25B
902,TRANS EASEMENT,3057008279,0.32,,,F-T,,0,Water and Power Department,,,T/L #25B
903,TRANS EASEMENT,3057008278,1.17,,,F-T,,0,Water and Power Department,,AZUSA,T/L #25B
904,TRANS EASEMENT,3057008273,0.04,,,F-T,,0,Water and Power Department,,AZUSA,T/L #25B
905,TRANS EASEMENT,3057006276,2.37,,,F-T,,0,Water and Power Department,,,T/L #25B
906,TRANS EASEMENT,3057006275,0.28,,,F-T,,0,Water and Power Department,,AZUSA,T/L #25B
907,TRANS EASEMENT,3057006274,13,,,F-T,,0,Water and Power Department,,AZUSA,T/L #25B
908,TRANS EASEMENT,3057006273,12.4,,,F-T,,0,Water and Power Department,,AZUSA,T/L #25B
909,TRANS EASEMENT,3057005281,2.57,,,F-T,,0,Water and Power Department,,AZUSA,T/L #25B
910,TRANS EASEMENT,3057005280,34.57,,,F-T,,0,Water and Power Department,,,T/L #25B
911,TRANS EASEMENT,3056016276,44.9,,,F-T,,0,Water and Power Department,,,T/L #25B
912,TRANS EASEMENT,3056008272,0.26,,,F-T,,0,Water and Power Department,,AZUSA,T/L #25B
913,TRANS EASEMENT,3056008271,16.36,,,F-T,,0,Water and Power Department,,AZUSA,T/L #25B
914,TRANS EASEMENT,3056008270,0.32,,,F-T,,0,Water and Power Department,,,T/L #25B
915,TRANS EASEMENT,3056007278,2.5,,,F-T,,0,Water and Power Department,,,T/L #25B
916,TRANS EASEMENT,3056007277,2.5,,,F-T,,0,Water and Power Department,,,T/L #25B
917,TRANS EASEMENT,3056007276,0.03,,,F-T,,0,Water and Power Department,,,T/L #25B
918,TRANS EASEMENT,3056007275,11.48,,,F-T,,0,Water and Power Department,,,T/L #25B
919,TRANS EASEMENT,3056007274,3.29,,,F-T,,0,Water and Power Department,,,T/L #25B
920,TRANS EASEMENT,3056007273,4.94,,,F-T,,0,Water and Power Department,,,T/L #25B
921,TRANS EASEMENT,3056007272,4.83,,,F-T,,0,Water and Power Department,,,T/L #25B
922,TRANS EASEMENT,3056007271,3.52,,,F-T,,0,Water and Power Department,,,T/L #25B
923,TRANS EASEMENT,3056004270,0.39,,,F-T,,0,Water and Power Department,,,T/L #25B
924,TRANS EASEMENT,3056002272,6.79,,,F-T,,0,Water and Power Department,,,T/L #25B
925,TRANS EASEMENT,3054026273,18.37,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
926,TRANS EASEMENT,3054026272,11.72,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
927,TRANS EASEMENT,3054026271,3.5,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
928,TRANS EASEMENT,3054026270,22.7,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
929,TRANS EASEMENT,3054025270,3.79,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
930,TRANS EASEMENT,3054004270,9.55,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
931,TRANS EASEMENT,3048031282,9,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
932,TRANS EASEMENT,3048031281,2.38,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
933,TRANS EASEMENT,3048031270,0.16,,,F-T,,0,Water and Power Department,,,T/L #25B
934,TRANS EASEMENT,3048030275,4.76,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
935,TRANS EASEMENT,3048030274,2.12,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
936,TRANS EASEMENT,3048030273,0.84,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
937,TRANS EASEMENT,3048030272,0.24,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
938,TRANS EASEMENT,3048030271,2.5,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
939,TRANS EASEMENT,3048030270,1.13,,,F-T,,0,Water and Power Department,,LA VERNE,T/L #25B
940,TRANS EASEMENT,3048021275,52.05,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
941,TRANS EASEMENT,3048020280,59.87,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
942,TRANS EASEMENT,3048018287,0.53,,,F-T,,0,Water and Power Department,,LA VERNE,T/L #25B
943,TRANS EASEMENT,3048018286,6.51,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
944,TRANS EASEMENT,3048018284,1.12,,,F-T,,0,Water and Power Department,,,T/L #25B
945,TRANS EASEMENT,3048018283,4.47,,,F-T,,0,Water and Power Department,,,T/L #25B
946,TRANS EASEMENT,3048018282,1.36,,,F-T,,0,Water and Power Department,,CLAREMONT,T/L #25B
947,TRANS EASEMENT,3048018281,1.03,,,F-T,,0,Water and Power Department,,CLAREMONT,T/L #25B
948,TRANS EASEMENT,3048018280,2.4,,,F-T,,0,Water and Power Department,,,T/L #25B
949,TRANS EASEMENT,3048018278,9.75,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
950,TRANS EASEMENT,3048018277,8.56,,,F-T,,0,Water and Power Department,,DOWNEY,T/L #25B
951,TRANS EASEMENT,3048018276,2.62,,,F-T,,0,Water and Power Department,,,T/L #25B
952,TRANS EASEMENT,3048018273,13.65,,,F-T,,0,Water and Power Department,,,T/L #25B
953,TRANS EASEMENT,3048018272,7.82,,,F-T,,0,Water and Power Department,,,T/L #25B
954,TRANS EASEMENT,3048018271,5.02,,,F-T,,0,Water and Power Department,,INDUSTRY,T/L #25B
955,TRANS EASEMENT,3048016283,7.83,,,F-T,,0,Water and Power Department,,,T/L #25B
956,TRANS EASEMENT,3048016282,7.88,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
957,TRANS EASEMENT,3048016281,3.9,,,F-T,,0,Water and Power Department,,,T/L #25B
958,TRANS EASEMENT,3048016280,3.9,,,F-T,,0,Water and Power Department,,,T/L #25B
959,TRANS EASEMENT,3048016279,3.9,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
960,TRANS EASEMENT,3048016278,3.9,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
961,TRANS EASEMENT,3048016277,2.27,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
962,TRANS EASEMENT,3048016276,2.83,,,F-T,,0,Water and Power Department,,GLENDORA,T/L #25B
963,TRANS EASEMENT,3048016275,5.05,,,F-T,,0,Water and Power Department,,SAN DIMAS,T/L #25B
964,TRANS EASEMENT,3048016272,3.97,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
965,TRANS EASEMENT,3048016271,5.05,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
966,TRANS EASEMENT,3048015271,10.42,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
967,TRANS EASEMENT,3048014280,0.01,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
968,TRANS EASEMENT,3048014279,0.76,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
969,TRANS EASEMENT,3048014278,2.83,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
970,TRANS EASEMENT,3048014277,0.01,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
971,TRANS EASEMENT,3048014276,0.96,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
972,TRANS EASEMENT,3048014275,20.88,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
973,TRANS EASEMENT,3048014274,2.5,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
974,TRANS EASEMENT,3048014273,2.12,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
975,TRANS EASEMENT,3048014272,2.5,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
976,TRANS EASEMENT,3048014271,0.52,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
977,TRANS EASEMENT,3048011271,46.06,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
978,TRANS EASEMENT,3048011270,42.89,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
979,TRANS EASEMENT,3048002270,42.93,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
980,TRANS EASEMENT,3047008293,0.985,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
981,TRANS EASEMENT,3047008292,3.9,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
982,TRANS EASEMENT,3047008291,11.89,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
983,TRANS EASEMENT,3047008290,0.63,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
984,TRANS EASEMENT,3047008289,2.95,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
985,TRANS EASEMENT,3047008288,0.89,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
986,TRANS EASEMENT,3047008287,3.99,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
987,TRANS EASEMENT,3047008286,2.5,,,F-T,,0,Water and Power Department,,SOUTH GATE,T/L #24
988,TRANS EASEMENT,3047008283,2.03,,,F-T,,0,Water and Power Department,,,T/L #23
989,TRANS EASEMENT,3047008282,2.62,,,F-T,,0,Water and Power Department,,,T/L #23
990,TRANS EASEMENT,3047008281,4.8,,,F-T,,0,Water and Power Department,,,T/L #23
991,TRANS EASEMENT,3047008280,5.45,,,F-T,,0,Water and Power Department,,,T/L #23
992,TRANS EASEMENT,3047008279,8.19,,,F-T,,0,Water and Power Department,,,T/L #23
993,TRANS EASEMENT,3047008278,4.95,,,F-T,,0,Water and Power Department,,,T/L #23
994,TRANS EASEMENT,3047008277,0.15,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
995,TRANS EASEMENT,3047008276,4.95,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
996,TRANS EASEMENT,3047008272,9.55,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
997,TRANS EASEMENT,3047001903,4.58,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
998,TRANS EASEMENT,3047001902,2.72,,,F-E,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
999,TRANS EASEMENT,3047001291,1.96,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1000,TRANS EASEMENT,3047001290,1.1,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1001,TRANS EASEMENT,3047001289,1.52,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1002,TRANS EASEMENT,3047001288,0.98,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1003,TRANS EASEMENT,3047001287,0.98,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1004,TRANS EASEMENT,3047001286,2.42,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1005,TRANS EASEMENT,3047001285,2.5,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1006,TRANS EASEMENT,3047001284,4.82,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1007,TRANS EASEMENT,3047001283,1.96,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1008,TRANS EASEMENT,3047001282,0.98,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1009,TRANS EASEMENT,3047001281,0.1,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1010,TRANS EASEMENT,3047001280,1.01,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1011,TRANS EASEMENT,3047001279,2.42,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1012,TRANS EASEMENT,3047001278,0.52,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1013,TRANS EASEMENT,3047001277,2.49,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1014,TRANS EASEMENT,3047001275,0.34,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1015,TRANS EASEMENT,3047001274,0.71,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1016,TRANS EASEMENT,3047001272,1.69,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1017,TRANS EASEMENT,3046036280,3.96,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1018,TRANS EASEMENT,3046036279,0.31,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1019,TRANS EASEMENT,3046034280,2.71,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1020,TRANS EASEMENT,3046034279,2.89,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1021,TRANS EASEMENT,3046034278,3.29,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #23
1022,TRANS EASEMENT,3046034271,0.86,,,F-T,,0,Water and Power Department,,EL SEGUNDO,T/L #22
1023,TRANS EASEMENT,3039034273,1.85,,,F-T,,0,Water and Power Department,,EL SEGUNDO,T/L #22
1024,TRANS EASEMENT,3039034272,5.83,,,F-T,,0,Water and Power Department,,,T/L #21
1025,TRANS EASEMENT,3039034271,0.41,,,F-T,,0,Water and Power Department,,,T/L #21
1026,TRANS EASEMENT,3039027287,0.455,,,F-T,,0,Water and Power Department,,,T/L #21
1027,TRANS EASEMENT,3039027286,1.3,,,F-T,,0,Water and Power Department,,,T/L #21
1028,TRANS EASEMENT,3039027283,63.24,,,F-T,,0,Water and Power Department,,,T/L #21
1029,TRANS EASEMENT,3039026276,14.72,,,F-T,,0,Water and Power Department,,,T/L #21
1030,TRANS EASEMENT,3039025290,4.91,,,F-T,,0,Water and Power Department,,,T/L #21
1031,TRANS EASEMENT,3039025287,4.93,,,F-T,,0,Water and Power Department,,,T/L #21
1032,TRANS EASEMENT,3039025286,4.92,,,F-T,,0,Water and Power Department,,,T/L #21
1033,TRANS EASEMENT,3039025285,4.91,,,F-T,,0,Water and Power Department,,,T/L #21
1034,TRANS EASEMENT,3039025284,5,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1035,TRANS EASEMENT,3039025283,4.97,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1036,TRANS EASEMENT,3039025282,4.99,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1037,TRANS EASEMENT,3039025279,4.04,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1038,TRANS EASEMENT,3039025278,4.86,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1039,TRANS EASEMENT,3039025277,6.1,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1040,TRANS EASEMENT,3039025276,7.06,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1041,TRANS EASEMENT,3039025275,9.12,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1042,TRANS EASEMENT,3039025274,5.04,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1043,TRANS EASEMENT,3038005273,1.65,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1044,TRANS EASEMENT,3038005272,2.28,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1045,TRANS EASEMENT,3038005271,2.28,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1046,TRANS EASEMENT,3038005270,2.07,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1047,TRANS EASEMENT,3038003275,1.31,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1048,TRANS EASEMENT,3038003274,2.28,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1049,TRANS EASEMENT,3038003273,0.03,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1050,TRANS EASEMENT,3038003272,2.07,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #21
1051,TRANS EASEMENT,3038003271,2.28,,,F-T,,0,Water and Power Department,,,T/L #20
1052,TRANS EASEMENT,3038003270,1.64,,,F-T,,0,Water and Power Department,,,T/L #20
1053,TRANS EASEMENT,3038002272,4.61,,,F-T,,0,Water and Power Department,,,T/L #20
1054,TRANS EASEMENT,3038002271,2.22,,,F-T,,0,Water and Power Department,,,T/L #20
1055,TRANS EASEMENT,3038002270,0.65,,,F-T,,0,Water and Power Department,,,T/L #20
1056,TRANS EASEMENT,3037005273,2.06,,,F-T,,0,Water and Power Department,,,T/L #20
1057,TRANS EASEMENT,3037005272,2.27,,,F-T,,0,Water and Power Department,,,T/L #20
1058,TRANS EASEMENT,3037005271,2.27,,,F-T,,0,Water and Power Department,,,T/L #20
1059,TRANS EASEMENT,3037005270,1.64,,,F-T,,0,Water and Power Department,,,T/L #20
1060,TRANS EASEMENT,3037003273,2.27,,,F-T,,0,Water and Power Department,,,T/L #20
1061,TRANS EASEMENT,3037003272,1.63,,,F-T,,0,Water and Power Department,,,T/L #20
1062,TRANS EASEMENT,3037003271,2.27,,,F-T,,0,Water and Power Department,,,T/L #20
1063,TRANS EASEMENT,3037003270,2.06,,,F-T,,0,Water and Power Department,,,T/L #20
1064,TRANS EASEMENT,3037002275,1.25,,,F-T,,0,Water and Power Department,,,T/L #20
1065,TRANS EASEMENT,3037002274,2.5,,,F-T,,0,Water and Power Department,,,T/L #20
1066,TRANS EASEMENT,3037002273,2.5,,,F-T,,0,Water and Power Department,,,T/L #20
1067,TRANS EASEMENT,3037002272,5,,,F-T,,0,Water and Power Department,,,T/L #20
1068,TRANS EASEMENT,3037002271,2.5,,,F-T,,0,Water and Power Department,,,T/L #20
1069,TRANS EASEMENT,3037002270,2.5,,,F-T,,0,Water and Power Department,,CARSON,T/L #20
1070,TRANS EASEMENT,3037001274,2.5,,,F-T,,0,Water and Power Department,,CARSON,T/L #20
1071,TRANS EASEMENT,3037001273,5,,,F-T,,0,Water and Power Department,,CARSON,T/L #20
1072,TRANS EASEMENT,3037001272,5,,,F-T,,0,Water and Power Department,,CARSON,T/L #20
1073,TRANS EASEMENT,3037001271,9.62,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #20
1074,TRANS EASEMENT,3037001270,2.5,,,F-T,,0,Water and Power Department,,LOS ANGELES CITY,T/L #20
