AIN,NOCLEAN,LIEN,VACANT
4115021801,0,,1
4115023018,0,,1
4115023019,0,,1
4115023020,0,,1
4115023028,0,,1
4115024800,0,,1
4115027022,0,,1
4116001013,0,,1
4116003001,0,,1
4116003004,0,,1
4116005041,0,,1
4116007055,0,,1
4116007060,0,,1
4116007061,0,,1
4116007066,0,,1
4116007067,0,,1
4116007068,0,,1
4116007069,0,,1
4116007072,0,,1
4116007073,0,,1
4116012004,0,,1
4116013017,0,,1
4116018001,0,,1
4116029001,0,,1
4116029011,0,,1
4116030017,0,,1
4116030018,0,,1
4122002014,0,,1
4122002016,0,,1
4122002017,0,,1
4122002021,0,,1
4122003907,0,,1
4122022928,0,,1
4122022929,0,,1
4122022931,0,,1
4123005019,0,,1
4123005020,0,,1
4123005021,0,,1
4123005022,0,,1
4123005024,0,,1
4123005025,0,,1
4123005026,0,,1
4123014017,0,,1
4123014018,0,,1
4123014019,0,,1
4123014020,0,,1
4123014021,0,,1
4123014022,0,,1
4123014023,0,,1
4123014024,0,,1
4123014025,0,,1
4123014028,0,,1
4123014029,0,,1
4123014030,0,,1
4123014031,0,,1
4123015028,0,,1
4123015029,0,,1
4123015030,0,,1
4123015031,0,,1
4123015033,0,,1
4123015035,0,,1
4123015036,0,,1
4123015037,0,,1
4123015038,0,,1
4123015040,0,,1
4123015050,0,,1
4125006900,0,,1
4125008028,0,,1
4125008900,0,,1
4125008901,0,,1
4125016008,1,596.1,1
4217010900,0,,1
4217010901,0,,1
4217010903,0,,1
4218001005,0,,1
4218001029,0,,1
4221010009,0,,1
4221032001,0,,1
4223009901,0,,1
4223009902,0,,1
4223009904,0,,1
4223009905,0,,1
4223009907,0,,1
4223009908,0,,1
4223015006,0,,1
4225002005,0,,1
4225002006,0,,1
4225007905,0,,1
4225008904,0,,1
4225009076,0,,1
4225010006,0,,1
4225010008,0,,1
4225010016,0,,1
4225013153,0,,1
4225013901,0,,1
4226003013,0,,1
4226012013,0,,1
4226012017,0,,1
4226012018,0,,1
4227009028,0,,1
4227014001,0,,1
4227014004,0,,1
4228002018,0,,1
4228003021,0,,1
4228003022,0,,1
4228007019,0,,1
4229005097,0,,1
4229010019,0,,1
4229010020,0,,1
4229010021,0,,1
4229010039,0,,1
4229012005,0,,1
4229013054,0,,1
4229014031,0,,1
4229017022,0,,1
4229017034,0,,1
4229017900,0,,1
4230016038,0,,1
4233021900,0,,1
4235026016,0,,1
4236004026,0,,1
4237014010,0,,1
4237018011,0,,1
4237018019,0,,1
4237018021,0,,1
4238001026,0,,1
4238011003,0,,1
4238022015,0,,1
4239004008,0,,1
4239008012,0,,1
4239012021,0,,1
4239021029,0,,1
4239023012,0,,1
4239023020,0,,1
4239026004,0,,1
4240008030,0,,1
4240010008,0,,1
4240018048,0,,1
4241027021,0,,1
4241030029,0,,1
4241036906,0,,1
4241036907,0,,1
4242011004,0,,1
4246005900,0,,1
4247029900,0,,1
4248003900,0,,1
4248003901,0,,1
4248003902,0,,1
4248004016,0,,1
4248005027,0,,1
4248005029,0,,1
4248005032,0,,1
4248005036,0,,1
4248015900,0,,1
4286009001,0,,1
4286009022,0,,1
4286016030,0,,1
4286016038,0,,1
4286018023,0,,1
4286019017,0,,1
4286019031,0,,1
4286025020,0,,1
4286025900,0,,1
4294006035,0,,1
4294006900,0,,1
4294006901,0,,1
4295001904,0,,1
4295002052,0,,1
4295002053,0,,1
4295002060,0,,1
4295005006,0,,1
4295005047,0,,1
4295005057,0,,1
4295007019,0,,1
4295007028,0,,1
4295007041,0,,1
4295009003,0,,1
4295009009,0,,1
4295009011,0,,1
4295009015,0,,1
4295009017,0,,1
4295009019,0,,1
5204005009,0,,1
5204006900,0,,1
5204012900,0,,1
5204015901,0,,1
5204023007,0,,1
5205001900,0,,1
5205001901,0,,1
5205003802,0,,1
5205003902,0,,1
5205004010,1,3807.86,1
5205004901,0,,1
5205004902,0,,1
5205004903,0,,1
5205005012,0,,1
5205005900,0,,1
5205010900,0,,1
5205011006,0,,1
5205011900,0,,1
5205012900,0,,1
5205012901,0,,1
5205012902,0,,1
5205012903,0,,1
5205014017,0,,1
5206010004,0,,1
5206011006,0,,1
5206011010,0,,1
5206011026,0,,1
5206011027,0,,1
5206012014,0,,1
5206012016,0,,1
5206012018,0,,1
5206012019,0,,1
5206012020,0,,1
5206012021,0,,1
5206012022,0,,1
5206012024,0,,1
5206013004,0,,1
5206013008,0,,1
5206013014,0,,1
5206013015,0,,1
5206014002,0,,1
5206014003,0,,1
5206014004,0,,1
5206014006,0,,1
5206014008,0,,1
5206015001,0,,1
5206015002,0,,1
5206015003,0,,1
5206015004,0,,1
5206015005,0,,1
5206015006,0,,1
5206015007,0,,1
5206015009,0,,1
5206015011,0,,1
5206015013,0,,1
5206015015,0,,1
5206015018,0,,1
5206015019,0,,1
5206015021,0,,1
5206015022,0,,1
5206015023,0,,1
5206016001,0,,1
5206016003,0,,1
5206016004,0,,1
5206016005,0,,1
5206016006,0,,1
5206016007,0,,1
5206016008,0,,1
5206016035,0,,1
5206016036,0,,1
5206016037,0,,1
5206016038,0,,1
5206016039,0,,1
5206016042,0,,1
5206017003,0,,1
5206018007,0,,1
5206018008,0,,1
5206018009,0,,1
5206018010,0,,1
5206018013,0,,1
5206018015,1,3023.25,1
5206018016,1,3696.43,1
5206018017,1,1876.72,1
5206018018,0,,1
5206018019,0,,1
5206018020,0,,1
5206018021,0,,1
5206018022,0,,1
5206018023,0,,1
5206018024,0,,1
5206018025,0,,1
5206018026,0,,1
5206018029,0,,1
5206018030,0,,1
5206018031,0,,1
5206018032,0,,1
5206018039,0,,1
5206018040,0,,1
5206019001,0,,1
5206019004,0,,1
5206019007,0,,1
5206019009,0,,1
5206019012,0,,1
5206019013,0,,1
5206019014,0,,1
5206019015,0,,1
5206019018,0,,1
5206019019,0,,1
5206019020,0,,1
5206019021,0,,1
5206019022,0,,1
5206020020,0,,1
5206020021,0,,1
5206021046,0,,1
5206021047,0,,1
5206021050,0,,1
5206022014,0,,1
5206022015,0,,1
5206022017,0,,1
5206022028,0,,1
5206024008,0,,1
5206024012,0,,1
5206024013,0,,1
5206024014,0,,1
5206024015,1,3310.83,1
5206024016,1,3050.29,1
5206024017,0,,1
5206024018,0,,1
5206024021,0,,1
5206024029,0,,1
5206024030,0,,1
5206024034,0,,1
5206024035,0,,1
5206024038,0,,1
5206024040,0,,1
5206024041,0,,1
5206024042,0,,1
5206024043,0,,1
5206024044,0,,1
5206024045,0,,1
5206024046,0,,1
5206025011,0,,1
5207001013,1,903.64,1
5207003003,0,,1
5207003900,0,,1
5207003901,0,,1
5207003902,0,,1
5207003903,0,,1
5207004010,0,,1
5207004014,0,,1
5207005014,0,,1
5207006900,0,,1
5207007021,0,,1
5207007024,0,,1
5207007025,0,,1
5207007026,0,,1
5207007028,0,,1
5207007029,0,,1
5207007030,0,,1
5207008022,0,,1
5207008023,0,,1
5207008024,0,,1
5207008025,0,,1
5207008027,0,,1
5207009900,0,,1
5207009901,0,,1
5207010037,0,,1
5207010038,0,,1
5207013002,0,,1
5207013009,0,,1
5207013020,0,,1
5207014008,0,,1
5207014010,0,,1
5207014013,0,,1
5207014014,0,,1
5207014015,0,,1
5207014016,0,,1
5207015011,0,,1
5207015012,0,,1
5207015019,0,,1
5207016015,0,,1
5207016017,0,,1
5207016019,0,,1
5207016021,0,,1
5207016022,0,,1
5207020005,0,,1
5207020014,0,,1
5207020015,0,,1
5207020016,0,,1
5207021004,0,,1
5207023012,0,,1
5207024003,0,,1
5207024006,0,,1
5207024007,0,,1
5207024008,0,,1
5207024009,0,,1
5207024010,0,,1
5207024011,0,,1
5207024012,0,,1
5207024013,0,,1
5207024014,0,,1
5207024015,0,,1
5207024016,0,,1
5207024017,0,,1
5207025001,0,,1
5207025002,0,,1
5207025003,0,,1
5207025004,0,,1
5207025005,0,,1
5207025006,0,,1
5207025007,0,,1
5207025008,0,,1
5207025009,0,,1
5207025010,0,,1
5207025011,0,,1
5207025012,0,,1
5207025013,0,,1
5207025014,0,,1
5207025025,0,,1
5207025026,0,,1
5207025027,0,,1
5207025028,0,,1
5207025029,0,,1
5207026001,0,,1
5207026002,0,,1
5207026003,0,,1
5207026004,0,,1
5207026005,0,,1
5207026006,0,,1
5207026007,0,,1
5207026008,0,,1
5207026009,0,,1
5207026010,0,,1
5207026011,0,,1
5207026012,0,,1
5207026013,0,,1
5207026014,0,,1
5207026015,0,,1
5207026016,0,,1
5207026017,0,,1
5207026018,0,,1
5207026019,0,,1
5207026020,0,,1
5207026021,0,,1
5207026022,0,,1
5207026023,0,,1
5207026024,0,,1
5207026025,0,,1
5207027002,0,,1
5207027004,0,,1
5207028005,0,,1
5207028006,0,,1
5207028007,0,,1
5207028008,0,,1
5207029001,1,3997.37,1
5207029002,1,4072.88,1
5207029003,0,,1
5207029004,0,,1
5207029010,0,,1
5207029016,1,305.99,1
5207029017,1,264.16,1
5207029018,1,264.16,1
5207029019,1,264.16,1
5207029020,1,305.99,1
5207029021,1,557.03,1
5207029022,1,194.86,1
5207029023,0,,1
5207029025,0,,1
5207030008,0,,1
5207030010,0,,1
5207030013,0,,1
5207030014,0,,1
5207030015,0,,1
5207030016,0,,1
5207030020,0,,1
5207031012,0,,1
5207031019,0,,1
5207031021,0,,1
5207031023,0,,1
5207031027,0,,1
5207031028,0,,1
5208001019,0,,1
5208001020,0,,1
5208001021,0,,1
5208001028,0,,1
5208001042,0,,1
5208009011,0,,1
5208012001,0,,1
5208012002,0,,1
5208012003,0,,1
5208012004,0,,1
5208012005,0,,1
5208012006,0,,1
5208013001,0,,1
5208013006,0,,1
5208013008,0,,1
5208013009,0,,1
5208013010,0,,1
5208013016,0,,1
5208013018,0,,1
5208014002,0,,1
5208014004,0,,1
5208014005,0,,1
5208014006,0,,1
5208014007,0,,1
5208014008,0,,1
5208014015,0,,1
5208015001,0,,1
5208015002,0,,1
5208015003,0,,1
5208015004,0,,1
5208015007,0,,1
5208015008,0,,1
5208015010,0,,1
5208015011,0,,1
5208015012,0,,1
5208015013,0,,1
5208015014,0,,1
5208015015,0,,1
5208015016,0,,1
5208015019,0,,1
5208015021,0,,1
5208015024,0,,1
5208015025,0,,1
5208015026,0,,1
5208015027,0,,1
5208015028,0,,1
5208015029,0,,1
5208015030,0,,1
5208015031,0,,1
5208015033,0,,1
5208016001,1,255.58,1
5208016002,1,255.58,1
5208016003,1,336.55,1
5208016004,1,457.98,1
5208016005,1,498.5,1
5208016006,1,498.5,1
5208016007,1,538.99,1
5208016008,1,525.11,1
5208016009,1,188.56,1
5208017001,0,,1
5208017003,0,,1
5208017004,0,,1
5208017005,0,,1
5208017006,0,,1
5208017007,0,,1
5208017008,0,,1
5208017009,0,,1
5208017010,0,,1
5208017012,0,,1
5208017013,1,377.03,1
5208017014,1,377.03,1
5208017015,1,377.03,1
5208017016,0,,1
5208017017,1,444.09,1
5208017018,1,417.52,1
5208017019,1,417.52,1
5208017020,1,417.52,1
5208017021,0,,1
5208017022,0,,1
5208017023,0,,1
5208017030,0,,1
5208017031,0,,1
5208017032,0,,1
5208017033,1,336.55,1
5208017034,1,336.55,1
5208017035,0,,1
5208017036,0,,1
5208017037,0,,1
5208017038,1,619.93,1
5208018001,0,,1
5208018002,1,309.99,1
5208018003,0,,1
5208018004,0,,1
5208018006,0,,1
5208018007,0,,1
5208018010,0,,1
5208018011,0,,1
5208018012,0,,1
5208018017,0,,1
5208018018,0,,1
5208018019,0,,1
5208018020,0,,1
5208018021,0,,1
5208018022,0,,1
5208018023,0,,1
5208018024,0,,1
5208018025,0,,1
5208018026,0,,1
5208018027,1,224.97,1
5208018028,1,525.61,1
5208018029,0,,1
5208019017,0,,1
5208019020,0,,1
5208019022,0,,1
5208019023,0,,1
5208019024,0,,1
5208019025,0,,1
5208019026,0,,1
5208019027,1,538.99,1
5208019029,1,538.99,1
5208019030,1,538.99,1
5208019031,0,,1
5208019032,1,538.99,1
5208019037,1,296.05,1
5208019038,1,296.05,1
5208019039,0,,1
5208019040,1,626.91,1
5208019041,0,,1
5208019042,0,,1
5208020011,0,,1
5208021016,0,,1
5208021017,0,,1
5208021019,0,,1
5208021020,0,,1
5208021026,0,,1
5208021027,0,,1
5208021028,0,,1
5208022019,0,,1
5208022022,0,,1
5208022023,0,,1
5208022024,0,,1
5208022026,0,,1
5208022027,0,,1
5208022032,0,,1
5208024004,0,,1
5208024005,0,,1
5208024013,0,,1
5208025007,0,,1
5208025012,0,,1
5208025013,1,1505.84,1
5208025018,0,,1
5208025019,0,,1
5208027016,0,,1
5208027021,0,,1
5208028001,0,,1
5208028003,0,,1
5208028004,0,,1
5208028005,0,,1
5208028800,0,,1
5209001009,0,,1
5209001013,0,,1
5209001015,0,,1
5209001017,0,,1
5209001019,0,,1
5209001024,0,,1
5209002001,0,,1
5209002002,0,,1
5209002003,0,,1
5209002004,1,371.42,1
5209002011,0,,1
5209003001,0,,1
5209003002,0,,1
5209003003,0,,1
5209003004,0,,1
5209003005,0,,1
5209003008,0,,1
5209003009,1,359.73,1
5209003010,1,359.73,1
5209003011,0,,1
5209003012,1,359.73,1
5209003015,0,,1
5209003018,0,,1
5209003019,0,,1
5209003020,1,574.81,1
5209004013,0,,1
5209004014,0,,1
5209004016,0,,1
5209004017,0,,1
5209004018,0,,1
5209004019,0,,1
5209004020,1,3347.85,1
5209004021,0,,1
5209004022,0,,1
5209004023,0,,1
5209004024,0,,1
5209004026,0,,1
5209004027,0,,1
5209004028,0,,1
5209005002,0,,1
5209005003,0,,1
5209005004,0,,1
5209005005,0,,1
5209005006,0,,1
5209005007,0,,1
5209005008,0,,1
5209005012,0,,1
5209006006,0,,1
5209006010,0,,1
5209006011,0,,1
5209006012,0,,1
5209006013,0,,1
5209006014,0,,1
5209006017,0,,1
5209006018,0,,1
5209006019,0,,1
5209006020,0,,1
5209006022,0,,1
5209006023,0,,1
5209006024,0,,1
5209006025,0,,1
5209006029,0,,1
5209006031,0,,1
5209006033,0,,1
5209006034,0,,1
5209006037,0,,1
5209006042,0,,1
5209006044,0,,1
5209006047,0,,1
5209007008,0,,1
5209007010,0,,1
5209007011,0,,1
5209007012,0,,1
5209007014,0,,1
5209007015,0,,1
5209007018,0,,1
5209007019,0,,1
5209007020,0,,1
5209007021,0,,1
5209007022,0,,1
5209007023,0,,1
5209007024,0,,1
5209007025,0,,1
5209007028,0,,1
5209007029,0,,1
5209007030,0,,1
5209007031,0,,1
5209007032,0,,1
5209007033,0,,1
5209007034,0,,1
5209007035,0,,1
5209007036,0,,1
5209007037,0,,1
5209007039,0,,1
5209007040,0,,1
5209007042,0,,1
5209007043,0,,1
5209008001,0,,1
5209008003,0,,1
5209008005,0,,1
5209008006,0,,1
5209008009,0,,1
5209008010,0,,1
5209008011,0,,1
5209008013,0,,1
5209008014,0,,1
5209008015,0,,1
5209008016,0,,1
5209008018,0,,1
5209008019,0,,1
5209008020,0,,1
5209008021,0,,1
5209008022,0,,1
5209008023,0,,1
5209011010,0,,1
5209011020,0,,1
5209011022,0,,1
5209012009,0,,1
5209012011,0,,1
5209012012,0,,1
5209012015,0,,1
5209012016,0,,1
5209012017,0,,1
5209012019,1,2571.33,1
5209012020,1,2645.35,1
5209012022,0,,1
5209012023,0,,1
5209013001,0,,1
5209013002,0,,1
5209013003,0,,1
5209013004,0,,1
5209013005,0,,1
5209013006,0,,1
5209013009,0,,1
5209013010,0,,1
5209013012,0,,1
5209013013,0,,1
5209014004,0,,1
5209014007,0,,1
5209014008,0,,1
5209014009,1,199.44,1
5209014010,1,199.44,1
5209014011,1,199.44,1
5209014012,1,199.44,1
5209014013,0,,1
5209014014,0,,1
5209014015,0,,1
5209014016,0,,1
5209014017,0,,1
5209014019,1,19944,1
5209014021,1,199.44,1
5209014022,1,199.44,1
5209015008,0,,1
5209015009,0,,1
5209015012,0,,1
5209015015,0,,1
5209015019,0,,1
5209015021,0,,1
5209015022,0,,1
5209016001,0,,1
5209016002,0,,1
5209016005,0,,1
5209016008,0,,1
5209016009,0,,1
5209016010,0,,1
5209016011,1,2761.17,1
5209016012,1,3319.37,1
5209016013,0,,1
5209016014,0,,1
5209016015,0,,1
5209016016,0,,1
5209016017,0,,1
5209016020,0,,1
5209016901,0,,1
5209017004,0,,1
5209017005,0,,1
5209017006,0,,1
5209017007,0,,1
5209017008,0,,1
5209017009,0,,1
5209017010,0,,1
5209017011,0,,1
5209017012,0,,1
5209017013,0,,1
5209017014,0,,1
5209017015,0,,1
5209017016,0,,1
5209017017,0,,1
5209017018,0,,1
5209017019,1,3502.85,1
5209017020,0,,1
5209017021,0,,1
5209018001,0,,1
5209018002,0,,1
5209018007,0,,1
5209018009,0,,1
5209018010,0,,1
5209018011,0,,1
5209018012,0,,1
5209018013,0,,1
5209018014,0,,1
5209019003,0,,1
5209019005,0,,1
5209019006,0,,1
5209019011,0,,1
5209019012,0,,1
5209020006,1,3483.47,1
5209020007,1,3386.06,1
5209020008,0,,1
5209020009,0,,1
5209020010,0,,1
5209020011,0,,1
5209020017,0,,1
5209020018,0,,1
5209020019,0,,1
5209020020,0,,1
5209020022,0,,1
5209020024,0,,1
5209020025,0,,1
5209021001,0,,1
5209021002,0,,1
5209021003,0,,1
5209021004,0,,1
5209021005,0,,1
5209021006,0,,1
5209021007,0,,1
5209021008,0,,1
5209021017,0,,1
5209021019,0,,1
5209021020,1,6388.71,1
5209021021,1,6382.54,1
5209021022,0,,1
5209021023,1,6363.22,1
5209022001,0,,1
5209022002,0,,1
5209022003,0,,1
5209022007,0,,1
5209022008,0,,1
5209022011,0,,1
5209022013,0,,1
5209022014,0,,1
5209022015,0,,1
5209022016,0,,1
5209022019,0,,1
5209022021,0,,1
5209022022,0,,1
5209023002,0,,1
5209023004,0,,1
5209023005,0,,1
5209023006,0,,1
5209023008,0,,1
5209023009,0,,1
5209023012,0,,1
5209023013,0,,1
5209023014,0,,1
5209023015,0,,1
5209023018,0,,1
5209023020,0,,1
5209023021,0,,1
5209023022,0,,1
5209023023,0,,1
5209023027,0,,1
5209023028,0,,1
5209024001,0,,1
5209024003,0,,1
5209024006,0,,1
5209024009,1,3555.93,1
5209024011,0,,1
5209024013,1,2964.96,1
5209025003,0,,1
5209025004,0,,1
5209025005,0,,1
5209025006,0,,1
5209025007,0,,1
5209025008,0,,1
5209025009,0,,1
5209028008,1,1359.33,1
5209028009,0,,1
5209028010,1,1228.28,1
5209028011,0,,1
5209028012,0,,1
5209028014,0,,1
5209032015,0,,1
5209032016,0,,1
5209033018,0,,1
5209033021,0,,1
5209034006,0,,1
5209034007,0,,1
5209034011,0,,1
5209034015,0,,1
5209034018,0,,1
5209034019,0,,1
5209034020,0,,1
5209034022,0,,1
5209035003,0,,1
5209035004,0,,1
5209035014,0,,1
5209035023,0,,1
5209035024,0,,1
5209035033,0,,1
5209035034,0,,1
5209035037,0,,1
5210001007,0,,1
5210005008,0,,1
5210005010,0,,1
5210006800,0,,1
5210006801,0,,1
5210008006,0,,1
5210008007,0,,1
5210013028,0,,1
5210013909,0,,1
5210013910,0,,1
5210016008,0,,1
5210016017,0,,1
5210025906,0,,1
5210025909,0,,1
5210025910,0,,1
5210026019,0,,1
5210029038,0,,1
5210029039,0,,1
5211002023,0,,1
5211006025,0,,1
5211007016,0,,1
5211007020,0,,1
5211009015,0,,1
5211014010,0,,1
5211015001,0,,1
5211015008,0,,1
5211015009,1,1765.96,1
5211015010,1,1763.57,1
5211015011,1,1847.18,1
5211015014,0,,1
5211015016,0,,1
5211015019,0,,1
5211015020,0,,1
5211015021,0,,1
5211015023,0,,1
5211015025,0,,1
5211015026,0,,1
5211015027,0,,1
5211015028,0,,1
5211016001,0,,1
5211016002,0,,1
5211016003,0,,1
5211016024,0,,1
5211016025,0,,1
5211017003,0,,1
5211017011,0,,1
5211018009,0,,1
5211018010,0,,1
5213003007,0,,1
5213003008,0,,1
5213003009,0,,1
5213003011,0,,1
5213003017,0,,1
5213003018,0,,1
5213003020,0,,1
5213004006,0,,1
5213004015,0,,1
5213005026,0,,1
5213006004,0,,1
5213006005,0,,1
5213006019,0,,1
5213006021,0,,1
5213006022,0,,1
5213006024,0,,1
5213007003,0,,1
5213007006,0,,1
5213007007,0,,1
5213007008,0,,1
5213007009,0,,1
5213007020,0,,1
5213007021,1,2279.17,1
5213007022,0,,1
5213007028,0,,1
5213007031,0,,1
5213007036,0,,1
5213007037,0,,1
5213011010,0,,1
5213012041,0,,1
5301003910,0,,1
5301004019,0,,1
5301004022,0,,1
5301006014,0,,1
5301007001,0,,1
5301007007,0,,1
5301007008,0,,1
5301007009,0,,1
5301007010,0,,1
5301007030,0,,1
5301007036,0,,1
5301011031,0,,1
5301011036,0,,1
5301011037,0,,1
5301011038,0,,1
5301011917,0,,1
5301011918,0,,1
5301012014,0,,1
5301012015,0,,1
5301012018,0,,1
5301015035,0,,1
5301016005,0,,1
5301016900,0,,1
5301017017,0,,1
5301017018,0,,1
5301017026,0,,1
5301017028,0,,1
5301017030,0,,1
5301017036,0,,1
5301017037,0,,1
5301017041,0,,1
5301020901,0,,1
5301020906,0,,1
5301027020,0,,1
5301027021,0,,1
5301027022,0,,1
5301027027,0,,1
5301028049,0,,1
5301028050,0,,1
5301028051,0,,1
5301028052,0,,1
5301028055,0,,1
5302006002,0,,1
5302006003,0,,1
5302006004,0,,1
5302006005,0,,1
5302006006,0,,1
5302006007,0,,1
5302006008,0,,1
5302006900,0,,1
5302006902,0,,1
5302007006,0,,1
5302007007,0,,1
5302007008,0,,1
5302007009,0,,1
5302007010,0,,1
5302007016,0,,1
5302007018,0,,1
5302007901,0,,1
5302008008,0,,1
5302008902,0,,1
5302008903,0,,1
5302008904,0,,1
5302008906,0,,1
5302008907,0,,1
5302009923,0,,1
5302010923,0,,1
5302011151,0,,1
5302024013,0,,1
5302024027,0,,1
5302024028,0,,1
5302025009,0,,1
5302026001,0,,1
5302026002,0,,1
5302026003,0,,1
5302026004,0,,1
5302026005,0,,1
5302026006,0,,1
5302026011,0,,1
5302026012,0,,1
5302026015,0,,1
5302026023,0,,1
5302026024,0,,1
5302026031,0,,1
5302027020,0,,1
5302027022,0,,1
5302027023,0,,1
5302029013,0,,1
5302030901,0,,1
5302030902,0,,1
5302031903,0,,1
5303003032,0,,1
5303003033,0,,1
5303003034,0,,1
5303005015,0,,1
5303005020,0,,1
5303007001,0,,1
5303007005,0,,1
5303007013,0,,1
5303007016,0,,1
5303007018,0,,1
5303007019,0,,1
5303008031,1,3693.49,1
5303008032,0,,1
5303008033,0,,1
5303008034,0,,1
5303008037,0,,1
5303008900,0,,1
5303008903,0,,1
5303008904,0,,1
5303008905,0,,1
5303008906,0,,1
5303008907,0,,1
5303008908,0,,1
5303008909,0,,1
5303008910,0,,1
5303008911,0,,1
5303008912,0,,1
5303008913,0,,1
5303008914,0,,1
5303008915,0,,1
5303008916,0,,1
5303008917,0,,1
5303008918,0,,1
5303008919,0,,1
5303008920,0,,1
5303008921,0,,1
5303009016,0,,1
5303009017,0,,1
5303009021,0,,1
5303009022,0,,1
5303009023,0,,1
5303009024,0,,1
5303009025,0,,1
5303009026,0,,1
5303009027,0,,1
5303009900,0,,1
5303009901,0,,1
5303009902,0,,1
5303009903,0,,1
5303010002,0,,1
5303010003,0,,1
5303011009,0,,1
5303011010,0,,1
5303011011,0,,1
5303011013,0,,1
5303011015,0,,1
5303011016,0,,1
5303011017,0,,1
5303012001,1,485,1
5303012002,1,485,1
5303012018,0,,1
5303012019,0,,1
5303012021,0,,1
5303012022,0,,1
5303012023,0,,1
5303012031,0,,1
5303012032,0,,1
5303012034,0,,1
5303012035,0,,1
5303012036,0,,1
5303012038,0,,1
5303012039,0,,1
5303012040,0,,1
5303012041,0,,1
5303012050,0,,1
5303013028,1,150839,1
5303013029,0,,1
5303013030,0,,1
5303013031,0,,1
5303013032,0,,1
5303013033,0,,1
5303013034,0,,1
5303013036,0,,1
5303013037,0,,1
5303013038,0,,1
5303013039,0,,1
5303013040,1,2160.38,1
5303013041,0,,1
5303013044,0,,1
5303013900,0,,1
5303013901,0,,1
5303013902,0,,1
5303013903,0,,1
5303013904,0,,1
5303013905,0,,1
5303013906,0,,1
5303014015,0,,1
5303014016,0,,1
5303014017,0,,1
5303014020,0,,1
5303014021,0,,1
5303014026,0,,1
5303014028,0,,1
5303014029,0,,1
5303014030,0,,1
5303014031,0,,1
5303014032,0,,1
5303014033,0,,1
5303014034,0,,1
5303014035,0,,1
5303014036,0,,1
5303014037,0,,1
5303014038,0,,1
5303014039,0,,1
5303014040,0,,1
5303014041,0,,1
5303014042,0,,1
5303014902,0,,1
5303015900,0,,1
5303015901,0,,1
5303017900,0,,1
5303018902,0,,1
5303019902,0,,1
5303020905,0,,1
5303021900,0,,1
5303022900,0,,1
5303023903,0,,1
5303026020,0,,1
5303026900,0,,1
5304001012,0,,1
5304001013,0,,1
5304001025,0,,1
5304002006,0,,1
5304002015,0,,1
5304002017,0,,1
5304002019,0,,1
5304002021,0,,1
5304002022,0,,1
5304002023,0,,1
5304002024,0,,1
5304002025,0,,1
5304002026,0,,1
5304002027,0,,1
5304002028,0,,1
5304002029,0,,1
5304002030,0,,1
5304002035,0,,1
5304002901,0,,1
5304002902,0,,1
5304003015,0,,1
5304003016,0,,1
5304003017,0,,1
5304003018,0,,1
5304003019,0,,1
5304003020,0,,1
5304003021,0,,1
5304003025,0,,1
5304003028,0,,1
5304003030,0,,1
5304004003,0,,1
5304004005,0,,1
5304004008,0,,1
5304004009,0,,1
5304004012,1,641.56,1
5304004023,0,,1
5304004025,0,,1
5304005006,0,,1
5304005007,0,,1
5304005008,0,,1
5304005022,0,,1
5304005023,0,,1
5304005034,0,,1
5304005035,0,,1
5304005036,0,,1
5304006001,0,,1
5304006003,0,,1
5304006011,0,,1
5304006013,0,,1
5304006014,1,5133.82,1
5304006019,0,,1
5304006020,0,,1
5304006021,0,,1
5304006022,0,,1
5304006028,0,,1
5304007010,0,,1
5304009001,0,,1
5304009002,0,,1
5304009003,0,,1
5304009004,0,,1
5304009005,0,,1
5304009006,0,,1
5304009007,0,,1
5304009008,0,,1
5304009009,0,,1
5304009029,0,,1
5304009031,0,,1
5304009032,0,,1
5304010003,0,,1
5304010004,0,,1
5304010005,0,,1
5304010009,0,,1
5304010010,0,,1
5304010023,0,,1
5304010024,0,,1
5304011013,0,,1
5304012007,0,,1
5304013003,0,,1
5304013034,0,,1
5304014012,0,,1
5304014013,0,,1
5304014014,0,,1
5304014018,0,,1
5304014019,0,,1
5304014023,0,,1
5304014043,0,,1
5304014900,0,,1
5304015001,0,,1
5304015014,0,,1
5304015015,0,,1
5304015020,0,,1
5304016001,0,,1
5304016002,0,,1
5304016003,0,,1
5304016004,0,,1
5304016006,0,,1
5304016007,0,,1
5304016008,0,,1
5304016009,0,,1
5304016015,0,,1
5304016031,0,,1
5304016034,0,,1
5304017013,0,,1
5304017014,0,,1
5304017015,0,,1
5304017029,0,,1
5304017901,0,,1
5304019900,0,,1
5304020901,0,,1
5304021900,0,,1
5304022901,0,,1
5304023903,0,,1
5304024900,0,,1
5304025902,0,,1
5304026001,0,,1
5304026002,0,,1
5304026014,0,,1
5304026022,0,,1
5304027001,0,,1
5304027008,0,,1
5304027009,0,,1
5304028003,0,,1
5304028901,0,,1
5304028902,0,,1
5304029901,0,,1
5304029902,0,,1
5304030900,0,,1
5304031900,0,,1
5304032008,0,,1
5304032903,0,,1
5304033014,0,,1
5304033017,0,,1
5304033019,0,,1
5304033027,0,,1
5304033028,0,,1
5304033029,0,,1
5304033030,0,,1
5304033031,0,,1
5304033032,0,,1
5304033900,0,,1
5304034900,0,,1
5304035008,0,,1
5304035009,0,,1
5304035010,0,,1
5304036001,0,,1
5304036002,0,,1
5304036003,0,,1
