AIN,NOCLEAN,LIEN,VACANT
6075029020,0,,1
6075029028,0,,1
6075033033,0,,1
6088009034,0,,1
4104017021,0,,1
4104017023,0,,1
4104017024,0,,1
4104017025,0,,1
4104017026,0,,1
4104017028,0,,1
4104017038,0,,1
4104017904,0,,1
4104018012,0,,1
4104018013,0,,1
4104018016,0,,1
4104018020,0,,1
4104018902,0,,1
4105016015,0,,1
4105016016,0,,1
4105016017,0,,1
4105016018,0,,1
4105017015,0,,1
4105017019,0,,1
4105017022,0,,1
4105017900,0,,1
4105017901,0,,1
4105019001,0,,1
4105019002,0,,1
4105019004,0,,1
4105019018,0,,1
4105019021,0,,1
4105019022,0,,1
4105020010,0,,1
4105020011,0,,1
4105020012,0,,1
4105020013,0,,1
4105020014,0,,1
4105020015,0,,1
4105020016,0,,1
4105020017,0,,1
4106002018,0,,1
4106002019,0,,1
4106002020,0,,1
4106002021,0,,1
4106002024,0,,1
4106002900,0,,1
4106002901,0,,1
4106018010,0,,1
4106018011,0,,1
4106018013,0,,1
4106018016,0,,1
4106018020,0,,1
4106018021,0,,1
4106019022,0,,1
4106019025,0,,1
4106019028,0,,1
4106019034,0,,1
4106019035,0,,1
4106019036,0,,1
4106019037,0,,1
4106019039,0,,1
4106019040,0,,1
4106019041,0,,1
4107001023,0,,1
4107001024,0,,1
4107001025,0,,1
4107001026,0,,1
4107001027,0,,1
4107001029,0,,1
4107001031,0,,1
4107001033,0,,1
4107001034,0,,1
4107001035,0,,1
4107001036,0,,1
4107001037,0,,1
4107002019,0,,1
4107002026,0,,1
4107002030,0,,1
4107002038,0,,1
4107008025,0,,1
4107008030,0,,1
4107008031,0,,1
4107008905,0,,1
4107009024,0,,1
4107009027,0,,1
4107009904,0,,1
4107014020,0,,1
4107014021,0,,1
4107014022,0,,1
4107014035,0,,1
4107014905,0,,1
4107014909,0,,1
4107014910,0,,1
4107015013,0,,1
4107015015,0,,1
4107015016,0,,1
4107015017,0,,1
4107015019,0,,1
4107015020,0,,1
4107016014,0,,1
4107018012,0,,1
4107018029,0,,1
4107018032,0,,1
4107018037,0,,1
4107018902,0,,1
4107018903,0,,1
4107022016,0,,1
4107022017,0,,1
4107022018,0,,1
4107022019,0,,1
4107022021,0,,1
4107022023,0,,1
4107022025,0,,1
4107022026,0,,1
4107022027,0,,1
4107023009,0,,1
4107024015,0,,1
4107024018,0,,1
4107024019,0,,1
4107024020,0,,1
4107024021,0,,1
4107024027,0,,1
4107025003,0,,1
4107025004,0,,1
4107025020,0,,1
4107025021,0,,1
4107025024,0,,1
4107025025,0,,1
4107025026,0,,1
4107025027,0,,1
4107025028,0,,1
4107026007,0,,1
4107026009,0,,1
4107026010,0,,1
4107026011,0,,1
4107026012,0,,1
4107026015,0,,1
4107027024,0,,1
4107027025,0,,1
4107027027,0,,1
4107027028,0,,1
4107027033,0,,1
4107027038,0,,1
4107033012,0,,1
4107033014,0,,1
4107033015,0,,1
4107033016,0,,1
4107033017,0,,1
4107033018,0,,1
4107033019,0,,1
4107033020,0,,1
4107033021,0,,1
4107033022,0,,1
4107034013,0,,1
4107034014,0,,1
4107034015,0,,1
4107034016,0,,1
4107034019,0,,1
4107034022,0,,1
4107035009,0,,1
4107035011,0,,1
4107035012,0,,1
4107035013,0,,1
4107035014,0,,1
4107035015,0,,1
4107035016,0,,1
4107035019,0,,1
4107036014,0,,1
4107036016,0,,1
4107037009,0,,1
4107037012,0,,1
4107037013,0,,1
4107037014,0,,1
4107038017,0,,1
4108027900,0,,1
4108028002,0,,1
4108028004,0,,1
4108028006,0,,1
4108028008,0,,1
4108028010,0,,1
4108028012,0,,1
4108028014,0,,1
4108028016,0,,1
4108028018,0,,1
4108028020,0,,1
4108028022,0,,1
4108028024,0,,1
4108028026,0,,1
4108029002,0,,1
4108029008,0,,1
4108029010,0,,1
4108029013,0,,1
4108029016,0,,1
4110001034,0,,1
4110013011,0,,1
4110014018,0,,1
4110014020,0,,1
4110014025,0,,1
4113020009,0,,1
4114001022,0,,1
4114001802,0,,1
4114001803,0,,1
4114001804,0,,1
4114001805,0,,1
4114001806,0,,1
4114001807,0,,1
4114002031,0,,1
4114005802,0,,1
4114006024,0,,1
4114010014,0,,1
4114010021,0,,1
4114010022,0,,1
4114010023,0,,1
4114010024,0,,1
4114010025,0,,1
4114010026,0,,1
4114022028,0,,1
4115008003,0,,1
4115008011,0,,1
4115008013,0,,1
4115008014,0,,1
4115008016,0,,1
4115008018,0,,1
4115008020,0,,1
4115008022,0,,1
4115008024,0,,1
4115008026,0,,1
4115008028,0,,1
4115008030,0,,1
4115008032,0,,1
4115008033,0,,1
4115008034,0,,1
4115008036,0,,1
4115008038,0,,1
4115020800,0,,1
